MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20081125,CA,4.71,9.27,44.68,41.34,0,0,11/25/2008,12/1/2008,2
20081118,CA,4.71,9.27,44.68,41.34,0,0,11/18/2008,11/24/2008,2
20081111,CA,4.71,9.27,44.68,41.34,0,0,11/11/2008,11/17/2008,2
20081104,CA,0,9.49,50.15,40.37,0,0,11/4/2008,11/10/2008,2
20081028,CA,0,6.45,38,55.56,0,0,10/28/2008,11/3/2008,2
20081021,CA,0,6.52,37.86,55.62,0,0,10/21/2008,10/27/2008,2
20081014,CA,0.05,4.14,40.7,55.11,0,0,10/14/2008,10/20/2008,2
20081007,CA,0.04,4.06,40.9,55,0,0,10/7/2008,10/13/2008,2
20080930,CA,0.04,4.06,40.66,53.18,2.05,0,9/30/2008,10/6/2008,2
20080923,CA,0.04,4.06,40.66,53.18,2.05,0,9/23/2008,9/29/2008,2
20080916,CA,0.04,4.06,47.13,48.77,0,0,9/16/2008,9/22/2008,2
20080909,CA,0.04,4.06,47.13,48.77,0,0,9/9/2008,9/15/2008,2
20080902,CA,0.04,1.52,53.96,44.47,0,0,9/2/2008,9/8/2008,2
20080826,CA,0.04,2.27,54.61,43.07,0,0,8/26/2008,9/1/2008,2
20080819,CA,0.04,3.07,55.51,41.38,0,0,8/19/2008,8/25/2008,2
20080812,CA,0.04,11.07,50.18,38.7,0,0,8/12/2008,8/18/2008,2
20080805,CA,0.06,11.06,50.18,38.7,0,0,8/5/2008,8/11/2008,2
20080729,CA,0.06,11.06,50.18,38.7,0,0,7/29/2008,8/4/2008,2
20080722,CA,0.12,11,72.31,16.57,0,0,7/22/2008,7/28/2008,2
20080715,CA,0.06,10.74,71.13,18.07,0,0,7/15/2008,7/21/2008,2
20080708,CA,0.14,10.66,71.13,18.07,0,0,7/8/2008,7/14/2008,2
20080701,CA,0.14,10.66,71.13,18.07,0,0,7/1/2008,7/7/2008,2
20080624,CA,0.14,10.66,71.13,18.07,0,0,6/24/2008,6/30/2008,2
20080617,CA,0.17,10.63,71.13,18.07,0,0,6/17/2008,6/23/2008,2
20080610,CA,4.69,31.56,54.48,9.26,0,0,6/10/2008,6/16/2008,2
20080603,CA,4.78,31.48,54.48,9.26,0,0,6/3/2008,6/9/2008,2
20080527,CA,8.91,43.58,38.25,9.26,0,0,5/27/2008,6/2/2008,2
20080520,CA,7.75,43.82,39.16,9.26,0,0,5/20/2008,5/26/2008,2
20080513,CA,7.75,43.82,39.16,9.26,0,0,5/13/2008,5/19/2008,2
20080506,CA,7.73,43.84,39.16,9.26,0,0,5/6/2008,5/12/2008,2
20080429,CA,7.29,47.05,36.4,9.26,0,0,4/29/2008,5/5/2008,2
20080422,CA,24.58,35.82,34.15,5.45,0,0,4/22/2008,4/28/2008,2
20080415,CA,24.58,35.82,34.15,5.45,0,0,4/15/2008,4/21/2008,2
20080408,CA,36.77,23.63,34.15,5.45,0,0,4/8/2008,4/14/2008,2
20080401,CA,44.52,23.9,27.74,3.83,0,0,4/1/2008,4/7/2008,2
20080325,CA,44.52,25.4,26.2,3.88,0,0,3/25/2008,3/31/2008,2
20080318,CA,44.52,21.2,20.95,13.33,0,0,3/18/2008,3/24/2008,2
20080311,CA,44.52,21.2,20.95,13.33,0,0,3/11/2008,3/17/2008,2
20080304,CA,44.52,21.2,20.95,13.33,0,0,3/4/2008,3/10/2008,2
20080226,CA,44.52,21.2,20.95,13.33,0,0,2/26/2008,3/3/2008,2
20080219,CA,18.27,44.27,23.4,14.06,0,0,2/19/2008,2/25/2008,2
20080212,CA,18.27,44.37,23.31,14.06,0,0,2/12/2008,2/18/2008,2
20080205,CA,18.23,45.14,22.57,14.06,0,0,2/5/2008,2/11/2008,2
20080129,CA,18.23,40.17,26.77,14.83,0,0,1/29/2008,2/4/2008,2
20080122,CA,11.36,8.8,47.05,32.8,0,0,1/22/2008,1/28/2008,2
20080115,CA,11.36,8.88,46.97,32.8,0,0,1/15/2008,1/21/2008,2
20080108,CA,11.36,8.88,48.21,31.56,0,0,1/8/2008,1/14/2008,2
20080101,CA,8.87,6.43,26.65,43.49,14.55,0,1/1/2008,1/7/2008,2
20071225,CA,8.87,6.43,26.65,43.5,14.54,0,12/25/2007,12/31/2007,2
20071218,CA,8.87,6.43,26.65,43.5,14.54,0,12/18/2007,12/24/2007,2
20071211,CA,8.87,6.3,26.79,43.5,14.55,0,12/11/2007,12/17/2007,2
20071204,CA,8.87,6.3,26.79,43.51,14.53,0,12/4/2007,12/10/2007,2
20071127,CA,8.87,6.3,26.81,24.34,33.68,0,11/27/2007,12/3/2007,2
20071120,CA,8.87,6.3,26.81,24.34,33.68,0,11/20/2007,11/26/2007,2
20071113,CA,8.87,6.3,26.81,24.35,33.67,0,11/13/2007,11/19/2007,2
20071106,CA,8.87,6.3,26.53,24.62,33.69,0,11/6/2007,11/12/2007,2
20071030,CA,8.87,6.3,26.53,24.62,33.68,0,10/30/2007,11/5/2007,2
20071023,CA,5.61,8.3,21.46,30.88,33.74,0,10/23/2007,10/29/2007,2
20071016,CA,1.17,6.27,27.93,30.86,33.76,0,10/16/2007,10/22/2007,2
20071009,CA,0.1,7.34,27.93,30.87,33.75,0,10/9/2007,10/15/2007,2
20071002,CA,0,7.44,27.93,30.86,33.76,0,10/2/2007,10/8/2007,2
20070925,CA,0,7.44,27.93,30.86,33.76,0,9/25/2007,10/1/2007,2
20070918,CA,0,7.44,27.22,30.11,35.23,0,9/18/2007,9/24/2007,2
20070911,CA,0,7.44,27.22,30.12,35.22,0,9/11/2007,9/17/2007,2
20070904,CA,0,7.44,27.22,30.12,35.22,0,9/4/2007,9/10/2007,2
20070828,CA,0,7.44,27.22,30.13,35.21,0,8/28/2007,9/3/2007,2
20070821,CA,0,7.68,26.98,30.11,35.23,0,8/21/2007,8/27/2007,2
20070814,CA,0,7.68,26.98,30.11,35.23,0,8/14/2007,8/20/2007,2
20070807,CA,0,7.68,26.98,30.2,35.15,0,8/7/2007,8/13/2007,2
20070731,CA,0,7.68,26.98,30.19,35.15,0,7/31/2007,8/6/2007,2
20070724,CA,0,7.68,26.98,30.19,35.15,0,7/24/2007,7/30/2007,2
20070717,CA,0,7.68,26.98,30.2,35.15,0,7/17/2007,7/23/2007,2
20070710,CA,0,7.68,26.98,30.19,35.15,0,7/10/2007,7/16/2007,2
20070703,CA,0,7.68,26.98,30.2,35.14,0,7/3/2007,7/9/2007,2
20070626,CA,0,7.68,26.98,31.04,34.31,0,6/26/2007,7/2/2007,2
20070619,CA,0,7.68,26.98,31.03,34.31,0,6/19/2007,6/25/2007,2
20070612,CA,3.31,4.37,26.98,30.95,34.4,0,6/12/2007,6/18/2007,2
20070605,CA,3.31,4.37,26.98,30.94,34.4,0,6/5/2007,6/11/2007,2
20070529,CA,3.31,4.37,26.98,30.94,34.4,0,5/29/2007,6/4/2007,2
20070522,CA,3.31,4.63,26.72,30.95,34.39,0,5/22/2007,5/28/2007,2
20070515,CA,3.31,6.93,29.31,31.8,28.65,0,5/15/2007,5/21/2007,2
20070508,CA,7.51,10.14,30.71,22.99,28.65,0,5/8/2007,5/14/2007,2
20070501,CA,7.51,10.14,30.71,22.99,28.65,0,5/1/2007,5/7/2007,2
20070424,CA,7.75,9.82,30.79,22.99,28.65,0,4/24/2007,4/30/2007,2
20070417,CA,3.77,8.93,31.16,27.48,28.65,0,4/17/2007,4/23/2007,2
20070410,CA,5.3,12.43,43.71,17.25,21.32,0,4/10/2007,4/16/2007,2
20070403,CA,8.52,28.46,30.01,11.69,21.32,0,4/3/2007,4/9/2007,2
20070327,CA,19.95,19.31,27.06,12.37,21.32,0,3/27/2007,4/2/2007,2
20070320,CA,25.44,14.96,27,11.36,21.23,0,3/20/2007,3/26/2007,2
20070313,CA,25.41,15.22,26.78,11.36,21.23,0,3/13/2007,3/19/2007,2
20070306,CA,25.41,20.57,25.22,28.8,0,0,3/6/2007,3/12/2007,2
20070227,CA,25.41,20.57,25.22,28.8,0,0,2/27/2007,3/5/2007,2
20070220,CA,15.18,25.63,29.55,29.64,0,0,2/20/2007,2/26/2007,2
20070213,CA,24.95,20.61,24.71,29.73,0,0,2/13/2007,2/19/2007,2
20070206,CA,9.64,29.09,37.04,24.23,0,0,2/6/2007,2/12/2007,2
20070130,CA,9.82,28.91,38.39,22.87,0,0,1/30/2007,2/5/2007,2
20070123,CA,10.72,42.31,29.25,17.72,0,0,1/23/2007,1/29/2007,2
20070116,CA,34.97,37.89,24.52,2.62,0,0,1/16/2007,1/22/2007,2
20070109,CA,34.97,37.89,24.52,2.62,0,0,1/9/2007,1/15/2007,2
20070102,CA,40.73,32.5,26.77,0,0,0,1/2/2007,1/8/2007,2
20061226,CA,40.35,48,11.64,0,0,0,12/26/2006,1/1/2007,2
20061219,CA,40.35,48,11.64,0,0,0,12/19/2006,12/25/2006,2
20061212,CA,49.79,49.41,0.79,0,0,0,12/12/2006,12/18/2006,2
20061205,CA,44.03,55.18,0.79,0,0,0,12/5/2006,12/11/2006,2
20061128,CA,77.72,21.46,0.82,0,0,0,11/28/2006,12/4/2006,2
20061121,CA,77.64,21.55,0.82,0,0,0,11/21/2006,11/27/2006,2
20061114,CA,84.57,14.61,0.82,0,0,0,11/14/2006,11/20/2006,2
20061107,CA,84.57,14.61,0.82,0,0,0,11/7/2006,11/13/2006,2
20061031,CA,84.57,14.61,0.82,0,0,0,10/31/2006,11/6/2006,2
20061024,CA,84.57,14.61,0.82,0,0,0,10/24/2006,10/30/2006,2
20061017,CA,84.57,14.61,0.82,0,0,0,10/17/2006,10/23/2006,2
20061010,CA,85.15,14.03,0.82,0,0,0,10/10/2006,10/16/2006,2
20061003,CA,85.15,14.03,0.82,0,0,0,10/3/2006,10/9/2006,2
20060926,CA,84.97,14.21,0.82,0,0,0,9/26/2006,10/2/2006,2
20060919,CA,84.97,14.21,0.82,0,0,0,9/19/2006,9/25/2006,2
20060912,CA,84.97,12.42,2.49,0.13,0,0,9/12/2006,9/18/2006,2
20060905,CA,84.79,12.59,2.49,0.13,0,0,9/5/2006,9/11/2006,2
20060829,CA,93.23,6.71,0.05,0,0,0,8/29/2006,9/4/2006,2
20060822,CA,93.03,6.9,0.06,0,0,0,8/22/2006,8/28/2006,2
20060815,CA,92.27,7.57,0.16,0,0,0,8/15/2006,8/21/2006,2
20060808,CA,92.27,7.6,0.12,0,0,0,8/8/2006,8/14/2006,2
20060801,CA,92.27,7.6,0.12,0,0,0,8/1/2006,8/7/2006,2
20060725,CA,92.27,7.6,0.12,0,0,0,7/25/2006,7/31/2006,2
20060718,CA,92.27,7.6,0.12,0,0,0,7/18/2006,7/24/2006,2
20060711,CA,92,7.88,0.12,0,0,0,7/11/2006,7/17/2006,2
20060704,CA,91.7,8.23,0.07,0,0,0,7/4/2006,7/10/2006,2
20060627,CA,91.76,8.17,0.07,0,0,0,6/27/2006,7/3/2006,2
20060620,CA,92.46,7.47,0.07,0,0,0,6/20/2006,6/26/2006,2
20060613,CA,92.46,7.47,0.07,0,0,0,6/13/2006,6/19/2006,2
20060606,CA,92.46,7.47,0.07,0,0,0,6/6/2006,6/12/2006,2
20060530,CA,92.46,7.47,0.07,0,0,0,5/30/2006,6/5/2006,2
20060523,CA,92.36,7.58,0.07,0,0,0,5/23/2006,5/29/2006,2
20060516,CA,92.36,7.58,0.07,0,0,0,5/16/2006,5/22/2006,2
20060509,CA,92.36,7.64,0,0,0,0,5/9/2006,5/15/2006,2
20060502,CA,92.36,7.64,0.01,0,0,0,5/2/2006,5/8/2006,2
20060425,CA,92.92,6.93,0.16,0,0,0,4/25/2006,5/1/2006,2
20060418,CA,92.92,6.93,0.16,0,0,0,4/18/2006,4/24/2006,2
20060411,CA,92.92,6.93,0.16,0,0,0,4/11/2006,4/17/2006,2
20060404,CA,92.47,7.37,0.16,0,0,0,4/4/2006,4/10/2006,2
20060328,CA,91.62,7.83,0.55,0,0,0,3/28/2006,4/3/2006,2
20060321,CA,83.59,15.86,0.55,0,0,0,3/21/2006,3/27/2006,2
20060314,CA,83.59,15.9,0.52,0,0,0,3/14/2006,3/20/2006,2
20060307,CA,78.18,21.3,0.52,0,0,0,3/7/2006,3/13/2006,2
20060228,CA,75.86,23.66,0.48,0,0,0,2/28/2006,3/6/2006,2
20060221,CA,84.21,15.79,0,0,0,0,2/21/2006,2/27/2006,2
20060214,CA,86.59,13.41,0,0,0,0,2/14/2006,2/20/2006,2
20060207,CA,86.68,13.32,0,0,0,0,2/7/2006,2/13/2006,2
20060131,CA,97.08,2.92,0,0,0,0,1/31/2006,2/6/2006,2
20060124,CA,97.08,2.92,0,0,0,0,1/24/2006,1/30/2006,2
20060117,CA,97.08,2.92,0,0,0,0,1/17/2006,1/23/2006,2
20060110,CA,96.6,3.4,0,0,0,0,1/10/2006,1/16/2006,2
20060103,CA,98.32,1.68,0,0,0,0,1/3/2006,1/9/2006,2
20051227,CA,93.91,6.09,0,0,0,0,12/27/2005,1/2/2006,2
20051220,CA,93.69,6.31,0,0,0,0,12/20/2005,12/26/2005,2
20051213,CA,90.03,9.97,0,0,0,0,12/13/2005,12/19/2005,2
20051206,CA,90.03,9.97,0,0,0,0,12/6/2005,12/12/2005,2
20051129,CA,75.23,24.77,0,0,0,0,11/29/2005,12/5/2005,2
20051122,CA,99.66,0.34,0,0,0,0,11/22/2005,11/28/2005,2
20051115,CA,99.66,0.34,0,0,0,0,11/15/2005,11/21/2005,2
20051108,CA,99.66,0.34,0,0,0,0,11/8/2005,11/14/2005,2
20051101,CA,99.58,0.42,0,0,0,0,11/1/2005,11/7/2005,2
20051025,CA,99.58,0.42,0,0,0,0,10/25/2005,10/31/2005,2
20051018,CA,99.58,0.42,0,0,0,0,10/18/2005,10/24/2005,2
20051011,CA,99.58,0.42,0,0,0,0,10/11/2005,10/17/2005,2
20051004,CA,99.58,0.42,0,0,0,0,10/4/2005,10/10/2005,2
20050927,CA,99.58,0.42,0,0,0,0,9/27/2005,10/3/2005,2
20050920,CA,99.41,0.54,0.05,0,0,0,9/20/2005,9/26/2005,2
20050913,CA,99.2,0.74,0.06,0,0,0,9/13/2005,9/19/2005,2
20050906,CA,99.2,0.74,0.06,0,0,0,9/6/2005,9/12/2005,2
20050830,CA,98.84,1.1,0.06,0,0,0,8/30/2005,9/5/2005,2
20050823,CA,98.85,1.09,0.06,0,0,0,8/23/2005,8/29/2005,2
20050816,CA,99.04,0.9,0.06,0,0,0,8/16/2005,8/22/2005,2
20050809,CA,99.03,0.91,0.06,0,0,0,8/9/2005,8/15/2005,2
20050802,CA,98.96,0.98,0.06,0,0,0,8/2/2005,8/8/2005,2
20050726,CA,99.01,0.93,0.06,0,0,0,7/26/2005,8/1/2005,2
20050719,CA,99.01,0.93,0.06,0,0,0,7/19/2005,7/25/2005,2
20050712,CA,99.01,0.93,0.06,0,0,0,7/12/2005,7/18/2005,2
20050705,CA,99.01,0.93,0.06,0,0,0,7/5/2005,7/11/2005,2
20050628,CA,99.01,0.93,0.06,0,0,0,6/28/2005,7/4/2005,2
20050621,CA,98.71,1.23,0.06,0,0,0,6/21/2005,6/27/2005,2
20050614,CA,98.48,1.46,0.06,0,0,0,6/14/2005,6/20/2005,2
20050607,CA,98.48,1.46,0.06,0,0,0,6/7/2005,6/13/2005,2
20050531,CA,98.48,1.46,0.06,0,0,0,5/31/2005,6/6/2005,2
20050524,CA,98.48,1.46,0.06,0,0,0,5/24/2005,5/30/2005,2
20050517,CA,98.48,1.46,0.06,0,0,0,5/17/2005,5/23/2005,2
20050510,CA,97,1.91,1.09,0,0,0,5/10/2005,5/16/2005,2
20050503,CA,95.53,2.38,2.09,0,0,0,5/3/2005,5/9/2005,2
20050426,CA,96.16,1.75,2.09,0,0,0,4/26/2005,5/2/2005,2
20050419,CA,96.16,1.75,2.09,0,0,0,4/19/2005,4/25/2005,2
20050412,CA,95.46,1.9,2.6,0.04,0,0,4/12/2005,4/18/2005,2
20050405,CA,94.54,2.83,2.58,0.04,0,0,4/5/2005,4/11/2005,2
20050329,CA,95.35,1.78,2.66,0.21,0,0,3/29/2005,4/4/2005,2
20050322,CA,87.97,9.03,2.79,0.21,0,0,3/22/2005,3/28/2005,2
20050315,CA,87.97,9.03,2.79,0.21,0,0,3/15/2005,3/21/2005,2
20050308,CA,90.12,8.57,1.3,0,0,0,3/8/2005,3/14/2005,2
20050301,CA,90.4,8.38,1.22,0,0,0,3/1/2005,3/7/2005,2
20050222,CA,88.57,10.21,1.22,0,0,0,2/22/2005,2/28/2005,2
20050215,CA,88.57,10.21,1.22,0,0,0,2/15/2005,2/21/2005,2
20050208,CA,89.8,6.11,4.1,0,0,0,2/8/2005,2/14/2005,2
20050201,CA,88.93,6.98,4.1,0,0,0,2/1/2005,2/7/2005,2
20050125,CA,88.24,7.67,3.88,0.21,0,0,1/25/2005,1/31/2005,2
20050118,CA,88.37,7.53,3.88,0.21,0,0,1/18/2005,1/24/2005,2
20050111,CA,83.4,12.5,3.88,0.21,0,0,1/11/2005,1/17/2005,2
20050104,CA,69.05,23.1,6.08,1.77,0,0,1/4/2005,1/10/2005,2
20041228,CA,40.46,30.69,24.87,3.98,0,0,12/28/2004,1/3/2005,2
20041221,CA,32.23,38.4,25.39,3.98,0,0,12/21/2004,12/27/2004,2
20041214,CA,32.23,38.4,25.39,3.98,0,0,12/14/2004,12/20/2004,2
20041207,CA,26.62,44.01,24.53,4.84,0,0,12/7/2004,12/13/2004,2
20041130,CA,26.46,43.33,21.57,8.64,0,0,11/30/2004,12/6/2004,2
20041123,CA,24.23,44.49,22.98,8.3,0,0,11/23/2004,11/29/2004,2
20041116,CA,24.23,44.49,22.98,8.3,0,0,11/16/2004,11/22/2004,2
20041109,CA,20.84,47.87,22.98,8.3,0,0,11/9/2004,11/15/2004,2
20041102,CA,18.41,50.31,20.87,10.42,0,0,11/2/2004,11/8/2004,2
20041026,CA,18.23,41.22,30.13,10.42,0,0,10/26/2004,11/1/2004,2
20041019,CA,12.21,31.97,37.57,18.25,0,0,10/19/2004,10/25/2004,2
20041012,CA,5.41,33.51,39.98,21.1,0,0,10/12/2004,10/18/2004,2
20041005,CA,5.41,33.51,39.98,21.1,0,0,10/5/2004,10/11/2004,2
20040928,CA,5.41,33.51,39.98,21.1,0,0,9/28/2004,10/4/2004,2
20040921,CA,5.26,33.66,39.98,21.1,0,0,9/21/2004,9/27/2004,2
20040914,CA,5.35,33.57,39.98,21.1,0,0,9/14/2004,9/20/2004,2
20040907,CA,5.2,33.5,38.84,22.45,0,0,9/7/2004,9/13/2004,2
20040831,CA,5.1,33.61,38.84,22.45,0,0,8/31/2004,9/6/2004,2
20040824,CA,10.63,28.79,38.8,21.79,0,0,8/24/2004,8/30/2004,2
20040817,CA,10.62,28.79,38.8,21.79,0,0,8/17/2004,8/23/2004,2
20040810,CA,10.62,28.79,35.29,25.3,0,0,8/10/2004,8/16/2004,2
20040803,CA,15.64,32.3,37.09,14.97,0,0,8/3/2004,8/9/2004,2
20040727,CA,14.81,33.13,37.09,14.97,0,0,7/27/2004,8/2/2004,2
20040720,CA,14.81,33.16,42.13,9.89,0,0,7/20/2004,7/26/2004,2
20040713,CA,14.81,33.13,43.74,8.32,0,0,7/13/2004,7/19/2004,2
20040706,CA,14.81,33.13,43.74,8.32,0,0,7/6/2004,7/12/2004,2
20040629,CA,14.64,34.47,43.33,7.57,0,0,6/29/2004,7/5/2004,2
20040622,CA,17.95,31.39,43.1,7.57,0,0,6/22/2004,6/28/2004,2
20040615,CA,17.67,31.91,42.75,7.67,0,0,6/15/2004,6/21/2004,2
20040608,CA,17.67,31.91,42.75,7.67,0,0,6/8/2004,6/14/2004,2
20040601,CA,18.39,31.25,43.7,6.66,0,0,6/1/2004,6/7/2004,2
20040525,CA,16.9,34.78,41.36,6.96,0,0,5/25/2004,5/31/2004,2
20040518,CA,17.07,36.87,39.1,6.96,0,0,5/18/2004,5/24/2004,2
20040511,CA,17.07,36.87,39.1,6.96,0,0,5/11/2004,5/17/2004,2
20040504,CA,16.81,37.14,39.1,6.96,0,0,5/4/2004,5/10/2004,2
20040427,CA,29.21,48.13,15.7,6.96,0,0,4/27/2004,5/3/2004,2
20040420,CA,31.64,49.35,13.22,5.78,0,0,4/20/2004,4/26/2004,2
20040413,CA,31.64,49.35,13.22,5.78,0,0,4/13/2004,4/19/2004,2
20040406,CA,62.08,21.47,11.02,5.43,0,0,4/6/2004,4/12/2004,2
20040330,CA,61.85,20.99,9.22,7.94,0,0,3/30/2004,4/5/2004,2
20040323,CA,74,8.84,9.22,7.94,0,0,3/23/2004,3/29/2004,2
20040316,CA,74,8.84,9.22,7.94,0,0,3/16/2004,3/22/2004,2
20040309,CA,74,8.84,9.22,7.94,0,0,3/9/2004,3/15/2004,2
20040302,CA,74,8.84,9.22,7.94,0,0,3/2/2004,3/8/2004,2
20040224,CA,70.62,12.18,9.42,7.78,0,0,2/24/2004,3/1/2004,2
20040217,CA,67.47,15.33,9.42,7.78,0,0,2/17/2004,2/23/2004,2
20040210,CA,67.47,15.33,9.42,7.78,0,0,2/10/2004,2/16/2004,2
20040203,CA,67.18,15.53,9.51,7.79,0,0,2/3/2004,2/9/2004,2
20040127,CA,67.18,15.53,9.63,7.67,0,0,1/27/2004,2/2/2004,2
20040120,CA,66.01,15.61,10.72,7.67,0,0,1/20/2004,1/26/2004,2
20040113,CA,65.27,11.5,13.72,9.51,0,0,1/13/2004,1/19/2004,2
20040106,CA,69.55,10.17,12.23,8.05,0,0,1/6/2004,1/12/2004,2
20031230,CA,67.34,12.38,10.81,9.46,0,0,12/30/2003,1/5/2004,2
20031223,CA,47.84,20.1,22.26,9.79,0.01,0,12/23/2003,12/29/2003,2
20031216,CA,48.91,20.52,20.82,9.73,0.02,0,12/16/2003,12/22/2003,2
20031209,CA,47.46,22.89,20.78,8.86,0.01,0,12/9/2003,12/15/2003,2
20031202,CA,43.73,25.56,20.86,9.84,0,0,12/2/2003,12/8/2003,2
20031125,CA,46.19,23.12,19.79,10.91,0,0,11/25/2003,12/1/2003,2
20031118,CA,44.56,23.34,20.55,11.53,0.03,0,11/18/2003,11/24/2003,2
20031111,CA,45.87,22.79,21.14,10.2,0,0,11/11/2003,11/17/2003,2
20031104,CA,29.14,37.8,21.99,11.07,0,0,11/4/2003,11/10/2003,2
20031028,CA,6.6,51.23,30.85,11.3,0.02,0,10/28/2003,11/3/2003,2
20031021,CA,26.77,46.74,15.23,11.27,0,0,10/21/2003,10/27/2003,2
20031014,CA,28.25,47.79,14.48,9.48,0,0,10/14/2003,10/20/2003,2
20031007,CA,66.91,7.81,14.63,10.65,0,0,10/7/2003,10/13/2003,2
20030930,CA,67.98,8.16,14.92,8.94,0,0,9/30/2003,10/6/2003,2
20030923,CA,66.92,7.61,14.77,10.71,0,0,9/23/2003,9/29/2003,2
20030916,CA,67.25,7.85,14.72,10.18,0,0,9/16/2003,9/22/2003,2
20030909,CA,65.83,6.65,18.13,9.37,0.01,0,9/9/2003,9/15/2003,2
20030902,CA,65.32,4.13,15.28,15.26,0,0,9/2/2003,9/8/2003,2
20030826,CA,66.8,9.19,10.57,13.43,0.01,0,8/26/2003,9/1/2003,2
20030819,CA,66.81,9.11,11.37,12.7,0,0,8/19/2003,8/25/2003,2
20030812,CA,63.93,11.32,16.37,8.36,0.01,0,8/12/2003,8/18/2003,2
20030805,CA,63.37,10.91,16.63,9.04,0.05,0,8/5/2003,8/11/2003,2
20030729,CA,63.9,11.34,16.33,8.41,0.03,0,7/29/2003,8/4/2003,2
20030722,CA,62.96,11.01,17.14,8.88,0.01,0,7/22/2003,7/28/2003,2
20030715,CA,62.14,12.59,16.09,9.19,0,0,7/15/2003,7/21/2003,2
20030708,CA,62.41,11.87,16.34,9.38,0,0,7/8/2003,7/14/2003,2
20030701,CA,63.14,11.8,16.61,8.42,0.03,0,7/1/2003,7/7/2003,2
20030624,CA,64.7,10.07,16.94,8.25,0.04,0,6/24/2003,6/30/2003,2
20030617,CA,63.83,10.32,17.62,8.13,0.1,0,6/17/2003,6/23/2003,2
20030610,CA,63.7,10.58,17.06,8.66,0,0,6/10/2003,6/16/2003,2
20030603,CA,63.32,10.52,17.17,8.99,0,0,6/3/2003,6/9/2003,2
20030527,CA,65.05,9.81,16.75,8.38,0,0,5/27/2003,6/2/2003,2
20030520,CA,64.15,10.84,16.55,8.47,0,0,5/20/2003,5/26/2003,2
20030513,CA,63.81,10.73,17.44,8.03,0,0,5/13/2003,5/19/2003,2
20030506,CA,58.71,11.17,21.79,8.33,0,0,5/6/2003,5/12/2003,2
20030429,CA,59.37,11.17,21.79,7.67,0,0,4/29/2003,5/5/2003,2
20030422,CA,59.72,9.43,22.09,8.72,0.04,0,4/22/2003,4/28/2003,2
20030415,CA,58.56,12.44,18.82,10.12,0.05,0,4/15/2003,4/21/2003,2
20030408,CA,40.13,27.13,21.34,11.22,0.17,0,4/8/2003,4/14/2003,2
20030401,CA,39.64,27.79,21,11.36,0.21,0,4/1/2003,4/7/2003,2
20030325,CA,51.83,16.07,20.77,11.23,0.1,0,3/25/2003,3/31/2003,2
20030318,CA,51.5,15.6,21.35,11.51,0.04,0,3/18/2003,3/24/2003,2
20030311,CA,45.14,21.16,11.86,20.65,1.2,0,3/11/2003,3/17/2003,2
20030304,CA,60.17,9.18,8.84,20.46,1.35,0,3/4/2003,3/10/2003,2
20030225,CA,58.1,7.44,13.84,12.99,7.62,0,2/25/2003,3/3/2003,2
20030218,CA,57.82,7.71,13.78,12.75,7.93,0,2/18/2003,2/24/2003,2
20030211,CA,45.39,15.78,10.51,13.41,14.91,0,2/11/2003,2/17/2003,2
20030204,CA,47.36,20.87,5.98,10.1,15.7,0,2/4/2003,2/10/2003,2
20030128,CA,51.74,18.7,4.32,9.57,15.67,0,1/28/2003,2/3/2003,2
20030121,CA,61.07,9.23,5.5,7.01,17.18,0,1/21/2003,1/27/2003,2
20030114,CA,60.71,8.48,5.42,8.31,17.08,0,1/14/2003,1/20/2003,2
20030107,CA,58.16,9.7,6.72,8.5,16.93,0,1/7/2003,1/13/2003,2
20021231,CA,58.39,9.39,6.17,8.87,17.19,0,12/31/2002,1/6/2003,2
20021224,CA,56.56,10.32,6.83,8.71,17.58,0,12/24/2002,12/30/2002,2
20021217,CA,42.1,22.15,6.63,11.94,17.18,0,12/17/2002,12/23/2002,2
20021210,CA,0,48.26,20.85,13.5,17.39,0,12/10/2002,12/16/2002,2
20021203,CA,5.66,59.08,7.1,10.81,17.35,0,12/3/2002,12/9/2002,2
20021126,CA,4.96,58.89,7.56,7.78,20.81,0,11/26/2002,12/2/2002,2
20021119,CA,5.55,58.58,7.66,7.53,20.68,0,11/19/2002,11/25/2002,2
20021112,CA,5.29,59.52,7.09,7.69,20.41,0,11/12/2002,11/18/2002,2
20021105,CA,0,24.52,28.28,22.72,24.48,0,11/5/2002,11/11/2002,2
20021029,CA,0,27.77,32.82,15.13,24.28,0,10/29/2002,11/4/2002,2
20021022,CA,0,27.99,32.36,15.76,23.89,0,10/22/2002,10/28/2002,2
20021015,CA,0,29.52,30.88,15.96,23.64,0,10/15/2002,10/21/2002,2
20021008,CA,0,29.27,31.07,16.01,23.64,0,10/8/2002,10/14/2002,2
20021001,CA,6.12,42.13,13.56,14.58,23.61,0,10/1/2002,10/7/2002,2
20020924,CA,5.5,38.36,16.5,15.66,23.98,0,9/24/2002,9/30/2002,2
20020917,CA,5.77,38.62,16.22,15.47,23.92,0,9/17/2002,9/23/2002,2
20020910,CA,5.1,39.66,14.79,16.82,23.63,0,9/10/2002,9/16/2002,2
20020903,CA,5.28,38.35,16.44,16.98,22.95,0,9/3/2002,9/9/2002,2
20020827,CA,4.89,38.87,16.24,15.78,24.21,0,8/27/2002,9/2/2002,2
