MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20020820,CA,4.99,38.43,16.26,16.37,23.95,0,8/20/2002,8/26/2002,2
20020813,CA,4.99,38.36,16.63,13.71,26.32,0,8/13/2002,8/19/2002,2
20020806,CA,5.23,38.55,16.17,14,26.05,0,8/6/2002,8/12/2002,2
20020730,CA,4.99,39.66,15.65,15.25,24.45,0,7/30/2002,8/5/2002,2
20020723,CA,5.69,39.01,17.4,14.84,23.07,0,7/23/2002,7/29/2002,2
20020716,CA,6.67,41.78,15.27,13.09,23.2,0,7/16/2002,7/22/2002,2
20020709,CA,6.55,39.88,17.48,20.94,15.15,0,7/9/2002,7/15/2002,2
20020702,CA,7.45,39.25,17.54,22.09,13.67,0,7/2/2002,7/8/2002,2
20020625,CA,7.56,39.45,17.5,22.03,13.46,0,6/25/2002,7/1/2002,2
20020618,CA,18.01,33.77,15.02,24.14,9.07,0,6/18/2002,6/24/2002,2
20020611,CA,17.86,39.79,15.27,22.99,4.09,0,6/11/2002,6/17/2002,2
20020604,CA,17.99,39.95,15.2,22.92,3.93,0,6/4/2002,6/10/2002,2
20020528,CA,19.89,38.31,14.61,23.31,3.87,0,5/28/2002,6/3/2002,2
20020521,CA,53.49,9.67,10.76,25.61,0.45,0,5/21/2002,5/27/2002,2
20020514,CA,53.27,9.41,10.72,26.05,0.55,0,5/14/2002,5/20/2002,2
20020507,CA,53.54,9.33,10.92,25.76,0.45,0,5/7/2002,5/13/2002,2
20020430,CA,53.26,8.86,11.49,25.95,0.45,0,4/30/2002,5/6/2002,2
20020423,CA,52.85,9.17,8.85,29.12,0,0,4/23/2002,4/29/2002,2
20020416,CA,52.61,9.15,8.86,29.37,0,0,4/16/2002,4/22/2002,2
20020409,CA,54.11,10.29,16.51,19.1,0,0,4/9/2002,4/15/2002,2
20020402,CA,55.18,18.05,20.2,6.56,0,0,4/2/2002,4/8/2002,2
20020326,CA,54.83,22.85,20.76,1.56,0,0,3/26/2002,4/1/2002,2
20020319,CA,55.6,22.1,22.3,0,0,0,3/19/2002,3/25/2002,2
20020312,CA,53.35,24.7,21.95,0,0,0,3/12/2002,3/18/2002,2
20020305,CA,52.91,46.8,0.29,0,0,0,3/5/2002,3/11/2002,2
20020226,CA,54.51,45.32,0.17,0,0,0,2/26/2002,3/4/2002,2
20020219,CA,54.76,45.17,0.07,0,0,0,2/19/2002,2/25/2002,2
20020212,CA,53.96,45.76,0.28,0,0,0,2/12/2002,2/18/2002,2
20020205,CA,75.57,24.26,0.16,0,0,0,2/5/2002,2/11/2002,2
20020129,CA,87.79,12.06,0.15,0,0,0,1/29/2002,2/4/2002,2
20020122,CA,87.24,12.65,0.11,0,0,0,1/22/2002,1/28/2002,2
20020115,CA,92.58,7.15,0.27,0,0,0,1/15/2002,1/21/2002,2
20020108,CA,92.84,7.05,0.11,0,0,0,1/8/2002,1/14/2002,2
20020101,CA,77.42,11.5,6.15,4.92,0,0,1/1/2002,1/7/2002,2
20011225,CA,66.53,14.66,8.9,9.92,0,0,12/25/2001,12/31/2001,2
20011218,CA,51.45,18.07,12.59,14.7,3.2,0,12/18/2001,12/24/2001,2
20011211,CA,48.36,21.15,10.4,13.31,6.77,0,12/11/2001,12/17/2001,2
20011204,CA,45.75,19.84,13.01,13.84,7.56,0,12/4/2001,12/10/2001,2
20011127,CA,40.93,13.97,14.46,13.06,17.59,0,11/27/2001,12/3/2001,2
20011120,CA,29.62,22.84,16.89,12.42,18.22,0,11/20/2001,11/26/2001,2
20011113,CA,29.62,22.84,14.84,14.47,18.22,0,11/13/2001,11/19/2001,2
20011106,CA,29.62,22.84,14.84,14.47,18.22,0,11/6/2001,11/12/2001,2
20011030,CA,29.62,22.84,14.84,14.47,18.22,0,10/30/2001,11/5/2001,2
20011023,CA,29.62,22.85,13.95,14.64,18.95,0,10/23/2001,10/29/2001,2
20011016,CA,29.62,22.85,13.95,14.64,18.95,0,10/16/2001,10/22/2001,2
20011009,CA,33.99,18.47,13.95,14.64,18.95,0,10/9/2001,10/15/2001,2
20011002,CA,33.99,18.47,13.97,14.62,18.95,0,10/2/2001,10/8/2001,2
20010925,CA,33.99,18.47,13.95,14.64,18.95,0,9/25/2001,10/1/2001,2
20010918,CA,33.99,18.47,13.95,14.64,18.95,0,9/18/2001,9/24/2001,2
20010911,CA,33.99,18.47,13.95,14.64,18.95,0,9/11/2001,9/17/2001,2
20010904,CA,50.28,13.85,7.61,9.66,18.6,0,9/4/2001,9/10/2001,2
20010828,CA,50.28,13.85,7.61,9.66,18.6,0,8/28/2001,9/3/2001,2
20010821,CA,53,14.84,6.97,8.93,16.26,0,8/21/2001,8/27/2001,2
20010814,CA,54.82,17.99,7.41,9.47,10.31,0,8/14/2001,8/20/2001,2
20010807,CA,54.82,17.99,7.41,10.1,9.69,0,8/7/2001,8/13/2001,2
20010731,CA,54.82,17.99,7.41,10.1,9.69,0,7/31/2001,8/6/2001,2
20010724,CA,54.82,17.99,7.41,10.1,9.69,0,7/24/2001,7/30/2001,2
20010717,CA,55.94,16.86,7.41,10.1,9.69,0,7/17/2001,7/23/2001,2
20010710,CA,56.08,17.23,9.66,7.35,9.69,0,7/10/2001,7/16/2001,2
20010703,CA,42.02,30.38,9.11,13.76,4.72,0,7/3/2001,7/9/2001,2
20010626,CA,46.12,26.29,10.31,16.35,0.93,0,6/26/2001,7/2/2001,2
20010619,CA,46.48,27.55,10.1,15.67,0.2,0,6/19/2001,6/25/2001,2
20010612,CA,49.85,25.81,15.41,8.88,0.05,0,6/12/2001,6/18/2001,2
20010605,CA,49.85,27.76,14.15,8.19,0.05,0,6/5/2001,6/11/2001,2
20010529,CA,59.65,23.12,11.13,6.06,0.04,0,5/29/2001,6/4/2001,2
20010522,CA,59.65,23.12,13.79,3.39,0.05,0,5/22/2001,5/28/2001,2
20010515,CA,59.65,23.12,13.79,3.39,0.05,0,5/15/2001,5/21/2001,2
20010508,CA,66.5,18.79,11.27,3.37,0.07,0,5/8/2001,5/14/2001,2
20010501,CA,66.5,18.79,11.27,2.86,0.58,0,5/1/2001,5/7/2001,2
20010424,CA,66.5,18.79,11.27,2.86,0.58,0,4/24/2001,4/30/2001,2
20010417,CA,66.5,18.79,11.27,2.86,0.58,0,4/17/2001,4/23/2001,2
20010410,CA,74.01,12.88,9.67,2.86,0.58,0,4/10/2001,4/16/2001,2
20010403,CA,69.79,17.28,9.49,2.86,0.58,0,4/3/2001,4/9/2001,2
20010327,CA,73.4,21.95,4.56,0.08,0,0,3/27/2001,4/2/2001,2
20010320,CA,73.4,21.95,4.56,0.08,0,0,3/20/2001,3/26/2001,2
20010313,CA,73.11,23.92,2.97,0,0,0,3/13/2001,3/19/2001,2
20010306,CA,73.11,23.92,2.97,0,0,0,3/6/2001,3/12/2001,2
20010227,CA,73.11,23.93,2.95,0,0,0,2/27/2001,3/5/2001,2
20010220,CA,68.1,29.61,2.28,0,0,0,2/20/2001,2/26/2001,2
20010213,CA,62.95,34.37,2.68,0,0,0,2/13/2001,2/19/2001,2
20010206,CA,63.65,36.35,0,0,0,0,2/6/2001,2/12/2001,2
20010130,CA,80.05,19.95,0,0,0,0,1/30/2001,2/5/2001,2
20010123,CA,74.23,25.77,0,0,0,0,1/23/2001,1/29/2001,2
20010116,CA,85.26,14.74,0,0,0,0,1/16/2001,1/22/2001,2
20010109,CA,56.33,43.67,0,0,0,0,1/9/2001,1/15/2001,2
20010102,CA,69.13,30.87,0,0,0,0,1/2/2001,1/8/2001,2
20001226,CA,100,0,0,0,0,0,12/26/2000,1/1/2001,2
20001219,CA,100,0,0,0,0,0,12/19/2000,12/25/2000,2
20001212,CA,100,0,0,0,0,0,12/12/2000,12/18/2000,2
20001205,CA,100,0,0,0,0,0,12/5/2000,12/11/2000,2
20001128,CA,100,0,0,0,0,0,11/28/2000,12/4/2000,2
20001121,CA,100,0,0,0,0,0,11/21/2000,11/27/2000,2
20001114,CA,100,0,0,0,0,0,11/14/2000,11/20/2000,2
20001107,CA,100,0,0,0,0,0,11/7/2000,11/13/2000,2
20001031,CA,100,0,0,0,0,0,10/31/2000,11/6/2000,2
20001024,CA,88.15,11.85,0,0,0,0,10/24/2000,10/30/2000,2
20001017,CA,84.08,15.92,0,0,0,0,10/17/2000,10/23/2000,2
20001010,CA,87.3,12.7,0,0,0,0,10/10/2000,10/16/2000,2
20001003,CA,87.3,12.7,0,0,0,0,10/3/2000,10/9/2000,2
20000926,CA,87.3,12.7,0,0,0,0,9/26/2000,10/2/2000,2
20000919,CA,87.82,12.18,0,0,0,0,9/19/2000,9/25/2000,2
20000912,CA,87.82,12.18,0,0,0,0,9/12/2000,9/18/2000,2
20000905,CA,87.82,12.18,0,0,0,0,9/5/2000,9/11/2000,2
20000829,CA,77.21,22.79,0,0,0,0,8/29/2000,9/4/2000,2
20000822,CA,75.09,23.92,0.99,0,0,0,8/22/2000,8/28/2000,2
20000815,CA,75.09,23.18,1.72,0,0,0,8/15/2000,8/21/2000,2
20000808,CA,87.98,12.02,0,0,0,0,8/8/2000,8/14/2000,2
20000801,CA,92.39,7.61,0,0,0,0,8/1/2000,8/7/2000,2
20000725,CA,92.39,7.61,0,0,0,0,7/25/2000,7/31/2000,2
20000718,CA,100,0,0,0,0,0,7/18/2000,7/24/2000,2
20000711,CA,100,0,0,0,0,0,7/11/2000,7/17/2000,2
20000704,CA,100,0,0,0,0,0,7/4/2000,7/10/2000,2
20000627,CA,100,0,0,0,0,0,6/27/2000,7/3/2000,2
20000620,CA,100,0,0,0,0,0,6/20/2000,6/26/2000,2
20000613,CA,100,0,0,0,0,0,6/13/2000,6/19/2000,2
20000606,CA,100,0,0,0,0,0,6/6/2000,6/12/2000,2
20000530,CA,100,0,0,0,0,0,5/30/2000,6/5/2000,2
20000523,CA,100,0,0,0,0,0,5/23/2000,5/29/2000,2
20000516,CA,100,0,0,0,0,0,5/16/2000,5/22/2000,2
20000509,CA,100,0,0,0,0,0,5/9/2000,5/15/2000,2
20000502,CA,100,0,0,0,0,0,5/2/2000,5/8/2000,2
20000425,CA,100,0,0,0,0,0,4/25/2000,5/1/2000,2
20000418,CA,95.93,4.07,0,0,0,0,4/18/2000,4/24/2000,2
